,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn,T_out_star,V_static_star,dV_static_star,dV_dynamic_star,dTout_WL,V_star
692,692,692,692,692,692,692,692,2021年10月29日13时50分40秒,1.640347599983215,2.203452110290528,-9999,-9999,0.8917859792709351,40.10282897949219,0.2561880350112915,49.79801940917969,56.11457824707031,15.424318313598633,14.86962890625,0.0001836209994507,0.0001836209994507,88.57877349853516,60.521484375,22.03452110290528,24.0910758972168,18.50899887084961,22.32831573486328,232.97833251953125,34.9614372253418,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,2.203452110290528,5.184593200683595,0.2561880350112915,40.10282897949219,56.11457824707031,49.79801940917969,52.956298828125,0.8917859792709351,0.8917859792709351,-1.468968152999877,-3.4563956541173577,-0.0007200802073759,0.0,0.0001836209994507,0.0001836209994507,1.251074516069372,1.1736399323787503,1.307296809994222,1.2299636783431918,52.956298828125,1.2299636783431918,0.00025559697873900333,-0.0006156370824269533,-0.0803224628089296,0.048965597853941
693,693,693,693,693,693,693,693,2021年10月29日13时51分00秒,1.640347599983215,3.672420263290405,-9999,-9999,0.893010139465332,39.80903244018555,0.2554045617580414,49.651123046875,56.11457824707031,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,88.28498077392578,59.93389892578125,22.03452110290528,23.797283172607425,18.21520233154297,22.32831573486328,232.0969390869141,34.9614372253418,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,3.672420263290405,8.640988854800952,0.2554045617580414,39.80903244018555,56.11457824707031,49.651123046875,52.882850646972656,0.893010139465332,0.893010139465332,1.468968152999877,3.4563956541173577,0.0,-0.0734481811523437,0.0001836209994507,0.0001836209994507,1.2663443140531183,1.208055955628045,1.3349786948677034,1.2301234432912322,52.956298828125,1.2300914900351503,0.00023963272147708992,-0.0005996728251650399,-0.1769670083637038,0.0482455176465651
694,694,694,694,694,694,694,694,2021年10月29日13时51分20秒,1.6648303270339966,2.203452110290528,-9999,-9999,0.893010139465332,39.80903244018555,0.2554045617580414,49.35732650756836,55.52699279785156,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,87.55049133300781,59.7869987487793,22.03452110290528,23.50348854064941,18.655895233154297,22.32831573486328,230.7748870849609,34.814544677734375,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.048965597853941,2.203452110290528,5.184593200683595,0.2554045617580414,39.80903244018555,55.52699279785156,49.35732650756836,52.44215965270996,0.893010139465332,0.893010139465332,-1.468968152999877,-3.4563956541173577,0.0007200802073759,-0.4406909942626953,0.0001836209994507,0.0001836209994507,1.2520480703521522,1.1754519273521358,1.3087097200003943,1.2303151699431236,52.882850646972656,1.2301234432912322,7.988247402024307e-05,0.0002801576296677069,-0.3087435360952497,0.0482455176465651
695,695,695,695,695,695,695,695,2021年10月29日13时51分40秒,1.640347599983215,0.7344840168952942,-9999,-9999,0.8917859792709351,39.36834335327149,0.2546211183071136,49.06353378295898,55.08629989624024,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,87.84428405761719,59.49320602416992,22.03452110290528,23.797283172607425,18.655895233154297,22.32831573486328,229.8934936523437,34.814544677734375,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.7344840168952942,1.728197686812457,0.2546211183071136,39.36834335327149,55.08629989624024,49.06353378295898,52.07491683959961,0.8917859792709351,0.8917859792709351,-1.4689680933952336,-3.4563955138711377,-0.0007200802073759,-0.3672428131103515,0.0001836209994507,0.0001836209994507,1.2350425713707212,1.1266406174466617,1.2686058807987557,1.2306666961186208,52.44215965270996,1.230506906545855,0.00020770825535243453,-0.00020770825535243453,-0.2512009833477719,0.048965597853941
696,696,696,696,696,696,696,696,2021年10月29日13时52分00秒,1.5913820266723633,2.203452110290528,-9999,-9999,0.8917859792709351,39.07455062866211,0.2542293965816498,48.62284469604492,55.08629989624024,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,87.25670623779297,59.19940948486328,22.03452110290528,23.50348854064941,18.655895233154297,22.32831573486328,229.1590118408203,34.520748138427734,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,2.203452110290528,5.184593200683595,0.2542293965816498,39.07455062866211,55.08629989624024,48.62284469604492,51.85457229614258,0.8917859792709351,0.8917859792709351,1.4689680933952336,3.4563955138711377,-0.0014401639209074,-0.2203445434570312,0.0001836209994507,0.0001836209994507,1.2531949933609252,1.177537967972478,1.3115539743746834,1.2308904129529594,52.07491683959961,1.2307945325098641,0.00033554460931584096,-0.001415666673457491,-0.2247242618427236,0.0482455176465651
697,697,697,697,697,697,697,697,2021年10月29日13时52分20秒,1.6648303270339966,2.203452110290528,-9999,-9999,0.8917859792709351,38.92765426635742,0.253445953130722,48.62284469604492,55.08629989624024,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,86.522216796875,59.052513122558594,22.03452110290528,23.797283172607425,18.655895233154297,22.32831573486328,228.13075256347656,34.520748138427734,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.048965597853941,2.203452110290528,5.184593200683595,0.253445953130722,38.92765426635742,55.08629989624024,48.62284469604492,51.85457229614258,0.8917859792709351,0.8917859792709351,0.0,0.0,0.0021602441282833,0.0,0.0001836209994507,0.0001836209994507,1.2531949933609252,1.177537967972478,1.3120119466705806,1.230954334748714,51.85457229614258,1.230954334748714,0.0002237141014294064,0.0001363260022585437,-0.1368182966963118,0.0468053537256577
698,698,698,698,698,698,698,698,2021年10月29日13时52分40秒,1.5913820266723633,2.203452110290528,-9999,-9999,0.8917859792709351,38.92765426635742,0.253445953130722,48.32904815673828,54.64561080932617,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,86.08152770996094,58.46492767333984,22.03452110290528,23.797283172607425,18.655895233154297,22.32831573486328,226.95556640625,34.520748138427734,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,2.203452110290528,5.184593200683595,0.253445953130722,38.92765426635742,54.64561080932617,48.32904815673828,51.48732948303223,0.8917859792709351,0.8917859792709351,0.0,0.0,-0.0021602441282833,-0.3672428131103515,0.0001836209994507,0.0001836209994507,1.253930932896862,1.1788512785083305,1.3123888305580764,1.2311141453213992,51.85457229614258,1.230954334748714,7.990111942501876e-05,-7.990111942501876e-05,-0.299847232013704,0.048965597853941
699,699,699,699,699,699,699,699,2021年10月29日13时53分00秒,1.640347599983215,0.7344840168952942,-9999,-9999,0.8917859792709351,38.92765426635742,0.2526625096797943,47.88835525512695,54.3518180847168,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,86.08152770996094,58.31803131103516,22.32831573486328,23.797283172607425,18.50899887084961,22.32831573486328,226.22108459472656,34.520748138427734,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.7344840168952942,1.728197686812457,0.2526625096797943,38.92765426635742,54.3518180847168,47.88835525512695,51.12008666992188,0.8917859792709351,0.8917859792709351,-1.4689680933952336,-3.4563955138711377,0.0014401639209074,-0.3672428131103515,0.0001836209994507,0.0001836209994507,1.2362984424651264,1.1307749847217248,1.2702015499146444,1.2312739634022984,51.48732948303223,1.2311141453213992,7.99052863424965e-05,-0.0004399453900304466,-0.2321159102955619,0.0468053537256577
700,700,700,700,700,700,700,700,2021年10月29日13时53分20秒,1.640347599983215,0.0,-9999,-9999,0.8917859792709351,38.92765426635742,0.253445953130722,47.88835525512695,53.911128997802734,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,85.78773498535156,58.02423477172852,22.32831573486328,23.50348854064941,18.50899887084961,22.32831573486328,225.4865875244141,34.22695541381836,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.0,0.0,0.253445953130722,38.92765426635742,53.911128997802734,47.88835525512695,50.89974212646485,0.8917859792709351,0.8917859792709351,-0.7344840168952942,-1.728197686812457,0.0,-0.2203445434570312,0.0001836209994507,0.0001836209994507,1.2261634992016093,1.094502639137268,1.2341926222851638,1.2313698573585292,51.12008666992188,1.2312739634022984,0.00015981432679224028,0.0005602676336614597,-0.2346589194623547,0.0482455176465651
701,701,701,701,701,701,701,701,2021年10月29日13时53分40秒,1.640347599983215,0.7344840168952942,-9999,-9999,0.8917859792709351,38.34006881713867,0.2526625096797943,47.59456634521485,53.61733627319336,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,85.05325317382812,57.730445861816406,22.03452110290528,23.50348854064941,18.50899887084961,22.32831573486328,224.75210571289065,34.08005905151367,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.7344840168952942,1.728197686812457,0.2526625096797943,38.34006881713867,53.61733627319336,47.59456634521485,50.6059513092041,0.8917859792709351,0.8917859792709351,0.7344840168952942,1.728197686812457,0.0,-0.2937908172607422,0.0001836209994507,0.0001836209994507,1.23699269652879,1.13301663900838,1.2718391274650878,1.2317534594169006,50.89974212646485,1.2316255878042153,0.00025572124140804675,-0.00025572124140804675,-0.2449329103290409,0.0482455176465651
702,702,702,702,702,702,702,702,2021年10月29日13时54分00秒,1.640347599983215,0.7344840168952942,-9999,-9999,0.8917859792709351,38.63385772705078,0.2522707879543304,47.44766998291016,53.32353973388672,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,84.90635681152344,57.58354949951172,22.03452110290528,23.50348854064941,18.50899887084961,22.32831573486328,223.72384643554688,34.08005905151367,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.7344840168952942,1.728197686812457,0.2522707879543304,38.63385772705078,53.32353973388672,47.44766998291016,50.38560485839844,0.8917859792709351,0.8917859792709351,0.0,0.0,0.0,-0.220346450805664,0.0001836209994507,0.0001836209994507,1.237294262957715,1.1339810797082466,1.271356985483712,1.231721493345276,50.6059513092041,1.2316255886343677,0.00017581261603472065,-0.00017581261603472065,-0.2286853447614163,0.0482455176465651
703,703,703,703,703,703,703,703,2021年10月29日13时54分20秒,1.5913820266723633,0.7344840168952942,-9999,-9999,0.8917859792709351,38.19316864013672,0.2514873445034027,47.15387344360352,53.17664337158203,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,84.90635681152344,56.99596405029297,22.03452110290528,23.797283172607425,18.50899887084961,22.32831573486328,222.695556640625,34.08005905151367,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,0.7344840168952942,1.728197686812457,0.2514873445034027,38.19316864013672,53.17664337158203,47.15387344360352,50.16525840759277,0.8917859792709351,0.8917859792709351,0.0,0.0,-0.0014401639209074,-0.220346450805664,0.0001836209994507,0.0001836209994507,1.2375983021612174,1.1349478984265262,1.2724799377638016,1.2320092220747456,50.38560485839844,1.2319133092343255,0.00014386071505501086,-0.0008639426755087108,-0.2175579996817589,0.0482455176465651
704,704,704,704,704,704,704,704,2021年10月29日13时54分40秒,1.5913820266723633,0.7344840168952942,-9999,-9999,0.8917859792709351,37.899375915527344,0.2514873445034027,46.86008071899414,53.17664337158203,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,84.17186737060547,56.849063873291016,22.32831573486328,23.797283172607425,18.655895233154297,22.32831573486328,221.81417846679688,33.7862663269043,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,0.7344840168952942,1.728197686812457,0.2514873445034027,37.899375915527344,53.17664337158203,46.86008071899414,50.018362045288086,0.8917859792709351,0.8917859792709351,0.0,0.0,0.0,-0.1468963623046875,0.0001836209994507,0.0001836209994507,1.237802387066736,1.1355938115904003,1.2732394676380463,1.2322010542311448,50.16525840759277,1.2321371089733524,0.00025576016949235836,-0.0009758421299460583,-0.2039661652459372,0.0468053537256577
705,705,705,705,705,705,705,705,2021年10月29日13时55分00秒,1.5913820266723633,0.7344840168952942,-9999,-9999,0.893010139465332,38.19316864013672,0.250703901052475,46.71318054199219,53.17664337158203,15.386063575744627,14.86962890625,0.0001836209994507,0.0001836209994507,84.17186737060547,56.55527114868164,22.03452110290528,23.797283172607425,18.655895233154297,22.32831573486328,220.785888671875,33.492469787597656,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,0.7344840168952942,1.728197686812457,0.250703901052475,38.19316864013672,53.17664337158203,46.71318054199219,49.94491195678711,0.893010139465332,0.893010139465332,0.0,0.0,0.0,-0.0734500885009765,0.0001836209994507,0.0001836209994507,1.2379048549227023,1.1359172003722766,1.272644501230654,1.2321051376269003,50.018362045288086,1.2320731649213124,7.992784349353244e-05,-7.992784349353244e-05,-0.1804720095172385,0.0468053537256577
706,706,706,706,706,706,706,706,2021年10月29日13时55分20秒,1.5424164533615112,3.672420263290405,-9999,-9999,0.893010139465332,37.6055793762207,0.250703901052475,46.71318054199219,52.58905792236328,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,83.58428192138672,56.261474609375,22.03452110290528,23.797283172607425,18.655895233154297,22.32831573486328,220.0514068603516,33.492469787597656,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,3.672420263290405,8.640988854800952,0.250703901052475,37.6055793762207,52.58905792236328,46.71318054199219,49.65111923217773,0.893010139465332,0.893010139465332,2.93793624639511,6.912791167988496,-0.0014401639209074,-0.293792724609375,0.0001836209994507,0.0001836209994507,1.2746891318412663,1.2186384438191342,1.346485463008026,1.2324888253109814,49.94491195678711,1.2323609251436238,0.0001119080851357257,-0.0008319900455894257,-0.2105182211256249,0.0468053537256577
707,707,707,707,707,707,707,707,2021年10月29日13时55分40秒,1.640347599983215,0.0,-9999,-9999,0.893010139465332,37.899375915527344,0.2503121793270111,46.12559509277344,52.14836502075195,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,82.84980010986328,56.11457824707031,22.32831573486328,23.797283172607425,18.655895233154297,22.32831573486328,218.8762359619141,33.492469787597656,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0482455176465651,0.0,0.0,0.2503121793270111,37.899375915527344,52.14836502075195,46.12559509277344,49.136980056762695,0.893010139465332,0.893010139465332,-3.672420263290405,-8.640988854800952,0.0028803278418148,-0.5141391754150391,0.0001836209994507,0.0001836209994507,1.227695839567702,1.1036566625652315,1.235238304379111,1.2325847527751268,49.65111923217773,1.2323609234829591,0.000143879280823489,0.000576202679630211,-0.3988027890070924,0.0453651898047503
708,708,708,708,708,708,708,708,2021年10月29日13时56分00秒,1.5424164533615112,3.672420263290405,-9999,-9999,0.893010139465332,37.6055793762207,0.2503121793270111,46.12559509277344,52.14836502075195,15.32868194580078,14.850502014160156,0.0001836209994507,0.0001836209994507,83.14358520507812,55.52699279785156,22.32831573486328,23.797283172607425,18.949687957763672,22.32831573486328,217.994857788086,33.345577239990234,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,3.672420263290405,8.640988854800952,0.2503121793270111,37.6055793762207,52.14836502075195,46.12559509277344,49.136980056762695,0.893010139465332,0.893010139465332,3.672420263290405,8.640988854800952,-0.0028803278418148,0.0,0.0001836209994507,0.0001836209994507,1.2761704566957934,1.2204092349877902,1.347121056601447,1.232712663055792,49.136980056762695,1.232712663055792,0.0001758689560840132,-0.0001758689560840132,-0.147649988060337,0.0482455176465651
709,709,709,709,709,709,709,709,2021年10月29日13时56分20秒,1.5424164533615112,2.203452110290528,-9999,-9999,0.893010139465332,37.45868682861328,0.2495287209749221,45.97869873046875,51.5607795715332,15.32868194580078,14.86962890625,0.0001836209994507,0.0001836209994507,82.40911102294922,55.38009643554688,22.32831573486328,23.797283172607425,18.655895233154297,22.32831573486328,216.81968688964844,33.345577239990234,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,2.203452110290528,5.184593200683595,0.2495287209749221,37.45868682861328,51.5607795715332,45.97869873046875,48.76973915100098,0.893010139465332,0.893010139465332,-1.468968152999877,-3.4563956541173577,0.0,-0.3672409057617187,0.0001836209994507,0.0001836209994507,1.259867173740839,1.18888944697037,1.3199872827724577,1.2329365131106098,49.136980056762695,1.2327766175171349,0.0002078470170878699,-0.0016480109379952699,-0.2830074121978754,0.0453651898047503
710,710,710,710,710,710,710,710,2021年10月29日13时56分40秒,1.5424164533615112,2.203452110290528,-9999,-9999,0.893010139465332,37.6055793762207,0.248745247721672,45.97869873046875,51.85456848144531,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,82.40911102294922,55.08629989624024,22.32831573486328,23.50348854064941,18.949687957763672,22.32831573486328,216.085189819336,33.345577239990234,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,2.203452110290528,5.184593200683595,0.248745247721672,37.6055793762207,51.85456848144531,45.97869873046875,48.91663360595703,0.893010139465332,0.893010139465332,0.0,0.0,0.0,0.1468944549560547,0.0001836209994507,0.0001836209994507,1.259522975149024,1.1883286840339595,1.3193464404897084,1.2328085985227402,48.76973915100098,1.2328725556274414,7.994628582452812e-05,-7.994628582452812e-05,-0.0274792463956572,0.0453651898047503
711,711,711,711,711,711,711,711,2021年10月29日13时57分00秒,1.5424164533615112,3.672420263290405,-9999,-9999,0.893010139465332,37.6055793762207,0.248745247721672,45.39111328125,51.41388320922852,15.32868194580078,14.86962890625,0.0001836209994507,0.0001836209994507,82.11531066894531,54.792510986328125,22.32831573486328,23.797283172607425,18.50899887084961,22.32831573486328,215.6445159912109,33.051780700683594,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,3.672420263290405,8.640988854800952,0.248745247721672,37.6055793762207,51.41388320922852,45.39111328125,48.40249824523926,0.893010139465332,0.893010139465332,1.468968152999877,3.4563956541173577,0.0,-0.5141353607177734,0.0001836209994507,0.0001836209994507,1.2783644345219556,1.2229986642852997,1.3480394814428422,1.2330324557551664,48.91663360595703,1.2328085985227402,1.599050280276515e-05,-1.599050280276515e-05,-0.3674559972801745,0.0453651898047503
712,712,712,712,712,712,712,712,2021年10月29日13时57分20秒,1.5424164533615112,0.7344840168952942,-9999,-9999,0.8917859792709351,37.45868682861328,0.248745247721672,45.39111328125,51.5607795715332,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,81.67462158203125,54.64561080932617,22.32831573486328,23.797283172607425,18.655895233154297,22.32831573486328,214.61624145507807,33.051780700683594,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,0.7344840168952942,1.728197686812457,0.248745247721672,37.45868682861328,51.5607795715332,45.39111328125,48.4759464263916,0.8917859792709351,0.8917859792709351,-2.93793624639511,-6.912791167988496,0.0,0.0734481811523437,0.0001836209994507,0.0001836209994507,1.2400158989608678,1.142450970677187,1.2753870509365035,1.233064435026817,48.40249824523926,1.233096416261915,0.00011193031723677471,-0.00011193031723677471,-0.0167157857349948,0.0453651898047503
713,713,713,713,713,713,713,713,2021年10月29日13时57分40秒,1.5179336071014404,2.203452110290528,-9999,-9999,0.8917859792709351,37.45868682861328,0.2483535259962082,45.24421691894531,51.41388320922852,15.366936683654783,14.86962890625,0.0001836209994507,0.0001836209994507,81.38082885742188,54.3518180847168,22.32831573486328,23.797283172607425,18.949687957763672,22.32831573486328,213.58795166015625,33.051780700683594,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0446451060912188,2.203452110290528,5.184593200683595,0.2483535259962082,37.45868682861328,51.41388320922852,45.24421691894531,48.329050064086914,0.8917859792709351,0.8917859792709351,1.4689680933952336,3.4563955138711377,-0.0007200837135314,-0.1468963623046875,0.0001836209994507,0.0001836209994507,1.2609167179434686,1.1905873621711076,1.3204657889697262,1.233128397799502,48.4759464263916,1.233064435026817,0.0001279182520383948,-0.0004879601088040948,-0.2658817119127192,0.0453651898047503
714,714,714,714,714,714,714,714,2021年10月29日13时58分00秒,1.5179336071014404,2.203452110290528,-9999,-9999,0.893010139465332,37.45868682861328,0.2483535259962082,44.95042037963867,51.12008666992188,15.290428161621094,14.850502014160156,0.0001836209994507,0.0001836209994507,80.94013977050781,54.05802154541016,22.32831573486328,23.797283172607425,18.949687957763672,22.622108459472656,212.70657348632807,33.051780700683594,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0446451060912188,2.203452110290528,5.184593200683595,0.2483535259962082,37.45868682861328,51.12008666992188,44.95042037963867,48.03525352478027,0.893010139465332,0.893010139465332,0.0,0.0,0.0,-0.2937965393066406,0.0001836209994507,0.0001836209994507,1.261630760068905,1.1917331466967622,1.3207987839781885,1.2332563286365457,48.329050064086914,1.233128397799502,1.5990768793550103e-05,-0.0003760326255592501,-0.249957188345796,0.0446451060912188
715,715,715,715,715,715,715,715,2021年10月29日13时58分20秒,1.5913820266723633,0.0,-9999,-9999,0.893010139465332,37.45868682861328,0.2475700825452804,44.65663146972656,50.67939758300781,15.32868194580078,14.850502014160156,0.0001836209994507,0.0001836209994507,80.64634704589844,53.76423263549805,22.32831573486328,23.797283172607425,18.949687957763672,22.32831573486328,212.1189880371093,32.75798797607422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,0.0,0.0,0.2475700825452804,37.45868682861328,50.67939758300781,44.65663146972656,47.66801452636719,0.893010139465332,0.893010139465332,-2.203452110290528,-5.184593200683595,0.0021602476344389,-0.3672389984130859,0.0001836209994507,0.0001836209994507,1.2289733093593405,1.1112850005645754,1.2358274975086017,1.2334162460861762,48.03525352478027,1.2332563286365457,9.594680486446627e-05,0.0009841770123549837,-0.2407091586265934,0.0446451060912188
716,716,716,716,716,716,716,716,2021年10月29日13时58分40秒,1.5424164533615112,0.0,-9999,-9999,0.893010139465332,37.16489028930664,0.2475700825452804,44.50973129272461,50.67939758300781,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,80.35255432128906,53.61733627319336,22.32831573486328,23.797283172607425,18.949687957763672,22.32831573486328,211.384506225586,32.75798797607422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,0.0,0.0,0.2475700825452804,37.16489028930664,50.67939758300781,44.50973129272461,47.59456443786621,0.893010139465332,0.893010139465332,0.0,0.0,-0.0014401639209074,-0.0734500885009765,0.0001836209994507,0.0001836209994507,1.2290371969238667,1.111666426874161,1.2360396037545764,1.2335761744292686,47.66801452636719,1.233544187822489,0.00020789501149343081,0.00015214684527231918,-0.1423165665517416,0.0468053537256577
717,717,717,717,717,717,717,717,2021年10月29日13时59分00秒,1.5179336071014404,2.203452110290528,-9999,-9999,0.893010139465332,37.45868682861328,0.2467866390943527,44.50973129272461,50.38560485839844,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,80.35255432128906,53.32353973388672,22.32831573486328,23.50348854064941,18.949687957763672,22.32831573486328,210.6500244140625,32.61109161376953,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0446451060912188,2.203452110290528,5.184593200683595,0.2467866390943527,37.45868682861328,50.38560485839844,44.50973129272461,47.44766807556152,0.893010139465332,0.893010139465332,2.203452110290528,5.184593200683595,-0.0007200837135314,-0.1468963623046875,0.0001836209994507,0.0001836209994507,1.2630940481686146,1.1940609776335134,1.321457679384972,1.2335122015187072,47.59456443786621,1.233448231481193,9.595142232354803e-05,-0.001176075239542948,-0.198789662419486,0.0453651898047503
718,718,718,718,718,718,718,718,2021年10月29日13时59分20秒,1.5913820266723633,0.0,-9999,-9999,0.893010139465332,36.87109756469727,0.2467866390943527,43.922142028808594,49.94491195678711,15.32868194580078,14.850502014160156,0.0001836209994507,0.0001836209994507,79.91185760498047,52.88284683227539,22.475210189819336,23.797283172607425,18.949687957763672,22.622108459472656,209.91554260253903,32.61109161376953,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0468053537256577,0.0,0.0,0.2467866390943527,36.87109756469727,49.94491195678711,43.922142028808594,46.93352699279785,0.893010139465332,0.893010139465332,-2.203452110290528,-5.184593200683595,0.0021602476344389,-0.5141410827636719,0.0001836209994507,0.0001836209994507,1.2296122270811818,1.1150991943264008,1.2363689703960372,1.233992018768156,47.44766807556152,1.2337680954507972,0.0001119538141542975,0.0006081281462994525,-0.3216056101614342,0.0446451060912188
719,719,719,719,719,719,719,719,2021年10月29日13时59分40秒,1.5424164533615112,0.7344840168952942,-9999,-9999,0.893010139465332,37.16489028930664,0.2467866390943527,43.77524566650391,49.651123046875,15.290428161621094,14.850502014160156,0.0001836209994507,0.0001836209994507,79.6180648803711,52.88284683227539,22.32831573486328,24.0910758972168,18.655895233154297,22.32831573486328,209.18104553222656,32.31729888916016,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0453651898047503,0.7344840168952942,1.728197686812457,0.2467866390943527,37.16489028930664,49.651123046875,43.77524566650391,46.71318435668945,0.893010139465332,0.893010139465332,0.7344840168952942,1.728197686812457,-0.0014401639209074,-0.2203426361083984,0.0001836209994507,0.0001836209994507,1.2427178319344925,1.1504955019492782,1.2774516649721612,1.2339600282192849,46.93352699279785,1.2338640617160757,0.00020791511744122637,0.00015212673932452363,-0.1649247439049972,0.0468053537256577
720,720,720,720,720,720,720,720,2021年10月29日14时00分00秒,1.5179336071014404,0.7344840168952942,-9999,-9999,0.893010139465332,37.16489028930664,0.2463949024677276,43.77524566650391,49.94491195678711,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,79.4711685180664,52.29526138305664,22.32831573486328,23.50348854064941,18.655895233154297,22.32831573486328,208.29966735839844,32.31729888916016,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0446451060912188,0.7344840168952942,1.728197686812457,0.2463949024677276,37.16489028930664,49.94491195678711,43.77524566650391,46.86007881164551,0.893010139465332,0.893010139465332,0.0,0.0,-0.0007200837135314,0.1468944549560547,0.0001836209994507,0.0001836209994507,1.2424850902520026,1.1498150144023729,1.2773330619115026,1.2338960505240053,46.71318435668945,1.2339600282192849,9.596638424391735e-05,-0.0011760902014633172,-0.058302868053957,0.0453651898047503
721,721,721,721,721,721,721,721,2021年10月29日14时00分20秒,1.4689680337905884,3.672420263290405,-9999,-9999,0.893010139465332,37.16489028930664,0.2463949024677276,43.77524566650391,49.21043014526367,15.366936683654783,14.850502014160156,0.0001836209994507,0.0001836209994507,79.17738342285156,52.29526138305664,22.32831573486328,23.797283172607425,18.949687957763672,22.622108459472656,207.5652008056641,32.31729888916016,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0432049421703114,3.672420263290405,8.640988854800952,0.2463949024677276,37.16489028930664,49.21043014526367,43.77524566650391,46.49283790588379,0.893010139465332,0.893010139465332,2.93793624639511,6.912791167988496,-0.0014401639209074,-0.3672409057617187,0.0001836209994507,0.0001836209994507,1.284514405833428,1.2301487956095511,1.3520674652857632,1.2340559991149112,46.86007881164551,1.2338960505240053,1.599440396482521e-05,-0.001096118221184225,-0.2493690183021968,0.0446451060912188
